,sentences,labels
256,"In providing managed services , Nokia takes responsibility for building , operating and transferring as well as optimising the Indosat 3G network .",neutral
257,The company plans to increase the unit 's specialist staff to several dozen -- depending on the market situation during 2010 .,neutral
258,"Meanwhile , Electrowatt-Ekono Philippines , Inc. was also awarded a three-year operation and maintenance ( O&M ) contract by FR Cement Corporation .",positive
259,"Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-£323-£6201 USA .",neutral
260,The per-share subscription price of the shares subscribed with the option rights was EUR 1.35 .,neutral
261,One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .,neutral
262,"The payment date is March 25 , 2010 .",neutral
263,The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 .,neutral
264,The insurer anticipates its share in Nordea 's net profit to be significant .,positive
265,"Sami Sepp+Ænen , CEO for Elisa Eesti , says the novel network allows fast mobile broadband for sparsely populated areas .",neutral
266,Finnish Raute Precision that supplies weighing and dosing systems and plants is changing its name to Lahti Precision .,neutral
267,This release is not an offer of securities for sale into the United States or elsewhere .,neutral
268,"The Finnish company is building a 800,000 mt-year biodiesel plant in Singapore .",neutral
269,"In 2008 , it generated net sales of EUR 9.3 million USD 13.1 m .",neutral
270,"`` I 'm pleased to receive the Nomination Committee 's request and confidence , '' says Jon Risfelt .",positive
271,Kemira 's partner in the project is St. Petersburg Water Works .,neutral
272,"In December , Amer announced the dismissal of CEO Roger Talermo , who had headed the company since 2006 .",neutral
273,"That 's what I go to bed worrying about every night , ' he said .",negative
274,"As earlier reported , Nokian Tyres is building a plant in the town of Vsevolozhsk in Russia 's Leningrad Region with an annual production capacity of 4 million tires .",neutral
275,"Within the framework of the partnership , Nokia Siemens Networks has signed an initial framework purchase agreement with Sitronics subsidiary , JSC Mikron , which is the largest manufacturer and exporter of microelectronic components in Russia .",positive
276,"HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months .",negative
277,"In addition to its stake in MegaFon , Telecominvest currently owns 100 % of shares in Web Plus and St. Petersburg Payphones , 51 % in telecom equipment producer Peter-Servis and a number of other minor assets .",neutral
278,Stockmann was established in 1862 in Finland and it became the first foreign company to enter Russia 's retail trade market in 1989 .,neutral
279,"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",negative
280,The parties have also agreed on options that allow UH to extensively implement later on also functionalities of human resources management .,positive
281,"By the end of 2006 , the number of joint branch offices will total 170 .",neutral
282,The Moscow Metro ( www.mosmetro.ru ) was the first metro system in Europe to implement smart cards together with a new type of magnetic card in 1998 .,neutral
283,TeliaSonera has secured deliveries for 4G modems with support for 3G and 2G during the second quarter 2010 .,positive
284,"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",negative
285,Scanfil has also issued a profit warning .,negative
286,"The brokerage said 2006 has seen a ` true turning point ' in European steel base prices , with better pricing seen carrying through the second quarter of 2006 .",positive
287,Each option right entitles the holder to subscribe for one new share at a subscription price of EUR0 .045 during the subscription period which ends on 31 December 2013 .,neutral
288,"`` BasWare 's product sales grew strongly in the financial period , by 24 percent .",positive
289,The company 's advantage in pricing can be seen in the significantly lower prices offered by the new unmanned stations .,positive
290,"F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey .",neutral
291,`` I warmly welcome Michael Frei to Outotec .,positive
292,L&T also acquired a 50 pct stake in local sector company Salvor Oy at the beginning of September 2007 .,neutral
293,"The 19,200-square metre technology center is located near University of Tampere in central Tampere .",neutral
294,"Target company : Tieto Corporation , Business Identity Code : 0101138-5 Date of change in holding : 22 January 2010 Portion of the shares and votes : The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587 shares , which represents 4.14 % of the shares and voting rights .",neutral
295,The order also includes extensive maintenance work of a shoe press delivered by Vaahto in 2001 .,neutral
296,Global life science industry is strictly regulated by international and national authorities .,neutral
297,"Via the plant , the Belgian company will feed 8.4 MW of electricity into the distribution grid and will be able to deliver up to 14 MW of heat .",neutral
298,"+_lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +_lo P+Ærnits , chairman of the supervisory board of +_lemiste City and Mainor .",neutral
299,"The study was not designed to enable formal statistical evaluation of therapeutic activity , the company said .",neutral
300,"The facility will have a lettable area of some 19,000 sq m. The plot for the plant , located in the Ratasmaki business park , will be purchased from the City of Forssa .",neutral
301,"First Industrial will seek LEED designation for Uponor 's new building and a 282,000 square-foot speculative distribution center at First Park Lakeville .",neutral
302,The estimated annual value of the frame agreement is about EUR 50mn .,neutral
303,This allows devices such as mobile phones to become a few millimetres thinner .,neutral
304,"As a result of the cancellation , the maximum increase of Citycon 's share capital on the basis of the convertible bonds decreased from EUR 23,383,927.80 to EUR 22,901,784.75 .",neutral
305,The Board of Directors was authorized to decide on other terms of the share issue .,neutral
306,The report will be emailed within 2 business days of an order .,neutral
307,"The upgrade is intended to raise the network capacity from 450 MHz to 630 MHz in several cities , enabling bi-directional services for digital television as well as broadband data .",positive
308,"In the first quarter of 2008 , Sacanfil 's net sales totalled EUR 50.0 mn and its operating profit EUR 4.7 mn .",neutral
309,Earnings per share were at loss of EUR0 .24 .,negative
310,"Comparable operating profit totaled EUR 4.7 mn , down from EUR 5.1 mn in the corresponding period in 2005 , representing 7.4 % of net sales .",negative
311,Componenta will also offer a five-year subordinated loan for subscription by the public .,neutral
312,The share subscription period for stock options 2007A is between 1 April 2010 and 31 March 2012 .,neutral
313,"`` We see that the market continues to be tight in magazine papers , and our target is to close the deals by the end of the year . ''",negative
314,( A spokesperson told WWD to expect a 50-50 mix of clothing and home decor . ),neutral
315,The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost savings on an annual basis .,positive
316,"The new apartment block is going up very close to the city center , explained Chairman of the Board of AS YIT Ehitus Priit Sauk .",neutral
317,"MANAVIGATOR-November 1 , 2010-Deal snapshot : SWEDISH PEAB BUYS EQUIPMENT RENTAL FIRM CRAMO Swedish construction company Peab AB ( STO : PEAB B ) announced the acquisition of equipment rental company Cramo Entreprenadmaskiner AB from Finnish group Cramo Oyj ( HEL : CRA1V ) .",neutral
318,The EPS improved to EUR0 .38 from EUR0 .27 .,positive
319,"PGE Belchatow runs the 4.44 GW Belchatow coal-fired power plant , and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj ( TVO ) - another Finnish utility - at the their jointly owned 565MW Meri-Pori coal-fired facility .",neutral
